key	d	u	pp	ht	ft	digraph	trial	name
del	1479588386.67	1479588386.74	0.487879037857	0.0638139247894	0.424065113068	x-del	0	Aaron
z	1479588386.78	1479588386.86	0.112040996552	0.0719079971313	0.0401329994202	del-z	0	Aaron
y	1479588386.84	1479588386.9	0.0556859970093	0.064041852951	-0.00835585594177	z-y	0	Aaron
 	1479588386.94	1479588387.03	0.0975379943848	0.0945639610291	0.00297403335571	y- 	0	Aaron
d	1479588387.23	1479588387.3	0.294713973999	0.0637769699097	0.230937004089	 -d	0	Aaron
o	1479588387.31	1479588387.38	0.0801429748535	0.063826084137	0.0163168907166	d-o	0	Aaron
g	1479588387.47	1479588387.53	0.159614086151	0.0559089183807	0.10370516777	o-g	0	Aaron
 	1479588387.57	1479588387.63	0.0962328910828	0.0637791156769	0.0324537754059	g- 	0	Aaron
a	1479588387.66	1479588387.74	0.0960249900818	0.0797851085663	0.0162398815155	 -a	0	Aaron
n	1479588387.75	1479588387.8	0.0896239280701	0.0463001728058	0.0433237552643	a-n	0	Aaron
d	1479588387.83	1479588387.9	0.0781941413879	0.0719919204712	0.00620222091675	n-d	0	Aaron
 	1479588387.93	1479588388.02	0.0959389209747	0.0879580974579	0.00798082351685	d- 	0	Aaron
r	1479588388.1	1479588388.17	0.167685985565	0.0723869800568	0.0952990055084	 -r	0	Aaron
a	1479588388.21	1479588388.27	0.112542152405	0.0632719993591	0.0492701530457	r-a	0	Aaron
n	1479588388.3	1479588388.36	0.0963218212128	0.0555510520935	0.0407707691193	a-n	0	Aaron
 	1479588388.38	1479588388.46	0.0796871185303	0.0717260837555	0.00796103477478	n- 	0	Aaron
o	1479588388.49	1479588388.53	0.103762865067	0.0399081707001	0.0638546943665	 -o	0	Aaron
a	1479588388.59	1479588388.66	0.10452413559	0.0635240077972	0.0410001277924	o-a	0	Aaron
del	1479588388.86	1479588388.91	0.263416051865	0.0560429096222	0.207373142242	a-del	0	Aaron
del	1479588388.98	1479588389.05	0.127871990204	0.0641689300537	0.0637030601501	del-del	0	Aaron
a	1479588389.07	1479588389.14	0.0880649089813	0.0717830657959	0.0162818431854	del-a	0	Aaron
l	1479588389.17	1479588389.22	0.096519947052	0.055634021759	0.040885925293	a-l	0	Aaron
l	1479588389.3	1479588389.36	0.127303123474	0.0641250610352	0.063178062439	l-l	0	Aaron
 	1479588389.37	1479588389.44	0.0782239437103	0.066064119339	0.0121598243713	l- 	0	Aaron
t	1479588389.46	1479588389.54	0.0902709960938	0.0739200115204	0.0163509845734	 -t	0	Aaron
h	1479588389.54	1479588389.59	0.0733389854431	0.05411195755	0.0192270278931	t-h	0	Aaron
e	1479588389.62	1479588389.7	0.0786199569702	0.0797109603882	-0.00109100341797	h-e	0	Aaron
 	1479588389.73	1479588389.8	0.112061023712	0.0715041160583	0.0405569076538	e- 	0	Aaron
w	1479588389.87	1479588389.99	0.144320011139	0.119326114655	0.0249938964844	 -w	0	Aaron
a	1479588389.97	1479588390.06	0.0959191322327	0.0954048633575	0.000514268875122	w-a	0	Aaron
y	1479588390.08	1479588390.13	0.111663818359	0.0475881099701	0.0640757083893	a-y	0	Aaron
 	1479588390.15	1479588390.24	0.0728650093079	0.087877035141	-0.0150120258331	y- 	0	Aaron
t	1479588390.26	1479588390.31	0.102488994598	0.0563349723816	0.0461540222168	 -t	0	Aaron
o	1479588390.33	1479588390.39	0.0721211433411	0.0638599395752	0.00826120376587	t-o	0	Aaron
 	1479588390.4	1479588390.5	0.0718338489532	0.0965261459351	-0.0246922969818	o- 	0	Aaron
q	1479588390.58	1479588390.63	0.176433086395	0.0560619831085	0.120371103287	 -q	0	Aaron
del	1479588390.86	1479588390.9	0.280344963074	0.0396029949188	0.240741968155	q-del	0	Aaron
w	1479588390.96	1479588391.03	0.103908061981	0.0721130371094	0.0317950248718	del-w	0	Aaron
i	1479588391.07	1479588391.16	0.111692905426	0.0831990242004	0.0284938812256	w-i	0	Aaron
l	1479588391.19	1479588391.28	0.120260000229	0.0874931812286	0.0327668190002	i-l	0	Aaron
d	1479588391.33	1479588391.41	0.136103153229	0.079785823822	0.0563173294067	l-d	0	Aaron
h	1479588391.5	1479588391.56	0.17579293251	0.0556259155273	0.120167016983	d-h	0	Aaron
a	1479588391.6	1479588391.7	0.0961818695068	0.0957591533661	0.000422716140747	h-a	0	Aaron
c	1479588391.72	1479588391.76	0.119986057281	0.039783000946	0.0802030563354	a-c	0	Aaron
k	1479588391.99	1479588392.1	0.271926164627	0.103704929352	0.168221235275	c-k	0	Aaron
s	1479588392.21	1479588392.26	0.216250896454	0.0554549694061	0.160795927048	k-s	0	Aaron
t	1479588392.59	1479588392.72		0.128500938416			1	Aaron
h	1479588392.83	1479588392.89	0.240473985672	0.0557398796082	0.184734106064	t-h	1	Aaron
e	1479588392.94	1479588393.0	0.111898899078	0.0557239055634	0.056174993515	h-e	1	Aaron
 	1479588393.03	1479588393.12	0.0880980491638	0.0866148471832	0.00148320198059	e- 	1	Aaron
q	1479588393.17	1479588393.24	0.137198925018	0.0705139636993	0.066684961319	 -q	1	Aaron
u	1479588393.26	1479588393.32	0.0868339538574	0.0637140274048	0.0231199264526	q-u	1	Aaron
i	1479588393.35	1479588393.42	0.0966160297394	0.0714509487152	0.0251650810242	u-i	1	Aaron
k	1479588393.54	1479588393.59	0.183581113815	0.0551428794861	0.128438234329	i-k	1	Aaron
 	1479588393.57	1479588393.66	0.0329718589783	0.094290971756	-0.0613191127777	k- 	1	Aaron
del	1479588393.88	1479588393.93	0.310485124588	0.0479319095612	0.262553215027	 -del	1	Aaron
del	1479588394.01	1479588394.1	0.128156900406	0.0962340831757	0.0319228172302	del-del	1	Aaron
c	1479588394.14	1479588394.23	0.13592505455	0.0880689620972	0.047856092453	del-c	1	Aaron
k	1479588394.26	1479588394.32	0.112200021744	0.0639560222626	0.0482439994812	c-k	1	Aaron
 	1479588394.33	1479588394.42	0.0714008808136	0.0966241359711	-0.0252232551575	k- 	1	Aaron
b	1479588394.46	1479588394.53	0.136613130569	0.0637199878693	0.0728931427002	 -b	1	Aaron
r	1479588394.61	1479588394.7	0.143920898438	0.0876660346985	0.056254863739	b-r	1	Aaron
o	1479588394.67	1479588394.77	0.0641191005707	0.0958979129791	-0.0317788124084	r-o	1	Aaron
w	1479588394.81	1479588394.9	0.136221885681	0.0872950553894	0.0489268302917	o-w	1	Aaron
n	1479588394.91	1479588394.98	0.103639125824	0.0715010166168	0.0321381092072	w-n	1	Aaron
 	1479588394.99	1479588395.1	0.0792720317841	0.104563951492	-0.0252919197083	n- 	1	Aaron
f	1479588395.26	1479588395.34	0.272444963455	0.0719919204712	0.200453042984	 -f	1	Aaron
o	1479588395.39	1479588395.47	0.12831401825	0.0796909332275	0.048623085022	f-o	1	Aaron
x	1479588395.53	1479588395.61	0.136003017426	0.0795969963074	0.0564060211182	o-x	1	Aaron
 	1479588395.65	1479588395.73	0.120025873184	0.0798120498657	0.0402138233185	x- 	1	Aaron
j	1479588395.86	1479588395.9	0.210483074188	0.0373029708862	0.173180103302	 -j	1	Aaron
u	1479588395.98	1479588396.03	0.117543935776	0.0554659366608	0.062077999115	j-u	1	Aaron
m	1479588396.14	1479588396.23	0.167632102966	0.0877039432526	0.0799281597137	u-m	1	Aaron
p	1479588396.23	1479588396.3	0.0821208953857	0.077938079834	0.00418281555176	m-p	1	Aaron
e	1479588396.34	1479588396.41	0.110538005829	0.0715351104736	0.0390028953552	p-e	1	Aaron
d	1479588396.42	1479588396.52	0.0796270370483	0.103418111801	-0.0237910747528	e-d	1	Aaron
